guide_id,target_id,target_gene,benchmark_role,accession,strain,n_fasta_records,n_exact_pam_sites,covered,unique_site,site_details,source_table_row,host,country,isolation_source,source_group,pathotype,phylogroup,sequence_type,pks_status,short_read_run
sgclbB_4387,colibactin,clbB,primary,BGJO01000000,UPEC121,140,1,True,True,"[{""record_id"":""BGJO01000103|BGJO01000103.1"",""start_1based"":12825,""strand"":""-"",""pam"":""AGG""}]",107,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR103314
sgclbB_4387,colibactin,clbB,primary,BGJP01000000,UPEC129,77,1,True,True,"[{""record_id"":""BGJP01000032|BGJP01000032.1"",""start_1based"":37983,""strand"":""-"",""pam"":""AGG""}]",108,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR103315
sgclbB_4387,colibactin,clbB,primary,BGJR01000000,UPEC57,102,1,True,True,"[{""record_id"":""BGJR01000032|BGJR01000032.1"",""start_1based"":53280,""strand"":""-"",""pam"":""AGG""}]",109,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR103317
sgclbB_4387,colibactin,clbB,primary,BGJT01000000,UPEC79,150,0,False,False,[],110,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR103319
sgclbB_4387,colibactin,clbB,primary,BGJV01000000,UPEC91,64,1,True,True,"[{""record_id"":""BGJV01000007|BGJV01000007.1"",""start_1based"":122216,""strand"":""+"",""pam"":""AGG""}]",111,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR103321
sgclbC_2313,colibactin,clbC,secondary,BFKZ01000000,HUST146,85,1,True,True,"[{""record_id"":""BFKZ01000063|BFKZ01000063.1"",""start_1based"":22542,""strand"":""+"",""pam"":""GGG""}]",15,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102674
sgclbC_2313,colibactin,clbC,secondary,BFLA01000000,HUST147,52,1,True,True,"[{""record_id"":""BFLA01000049|BFLA01000049.1"",""start_1based"":27280,""strand"":""-"",""pam"":""GGG""}]",16,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102675
sgclbC_2313,colibactin,clbC,secondary,BFLB01000000,HUST148,118,1,True,True,"[{""record_id"":""BFLB01000053|BFLB01000053.1"",""start_1based"":15506,""strand"":""-"",""pam"":""GGG""}]",17,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102676
sgclbC_2313,colibactin,clbC,secondary,BFLR01000000,HUST176,92,1,True,True,"[{""record_id"":""BFLR01000077|BFLR01000077.1"",""start_1based"":17511,""strand"":""+"",""pam"":""GGG""}]",18,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102692
sgclbC_2313,colibactin,clbC,secondary,BFMH01000000,JML008,672,1,True,True,"[{""record_id"":""BFMH01000123|BFMH01000123.1"",""start_1based"":20340,""strand"":""-"",""pam"":""GGG""}]",19,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102708
sgclbC_2313,colibactin,clbC,secondary,BFMN01000000,JML016,427,1,True,True,"[{""record_id"":""BFMN01000110|BFMN01000110.1"",""start_1based"":16582,""strand"":""+"",""pam"":""GGG""}]",20,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102714
sgclbC_2313,colibactin,clbC,secondary,BFMO01000000,JML017,418,1,True,True,"[{""record_id"":""BFMO01000120|BFMO01000120.1"",""start_1based"":20150,""strand"":""-"",""pam"":""GGG""}]",21,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102715
sgclbC_2313,colibactin,clbC,secondary,BFMV01000000,JML024,472,1,True,True,"[{""record_id"":""BFMV01000051|BFMV01000051.1"",""start_1based"":25976,""strand"":""-"",""pam"":""GGG""}]",22,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102722
sgclbC_2313,colibactin,clbC,secondary,BFMY01000000,JML028,446,1,True,True,"[{""record_id"":""BFMY01000339|BFMY01000339.1"",""start_1based"":25208,""strand"":""-"",""pam"":""GGG""}]",23,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102725
sgclbC_2313,colibactin,clbC,secondary,BFNG01000000,JML037,390,1,True,True,"[{""record_id"":""BFNG01000357|BFNG01000357.1"",""start_1based"":25884,""strand"":""-"",""pam"":""GGG""}]",24,human,Japan,feces,fecal_commensal,commensal,B2,ND,positive_reported_by_source,DRR102733
sgclbC_2313,colibactin,clbC,secondary,BFNI01000000,JML040,431,1,True,True,"[{""record_id"":""BFNI01000121|BFNI01000121.1"",""start_1based"":25892,""strand"":""-"",""pam"":""GGG""}]",25,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102735
sgclbC_2313,colibactin,clbC,secondary,BFNK01000000,JML043,109,1,True,True,"[{""record_id"":""BFNK01000090|BFNK01000090.1"",""start_1based"":27279,""strand"":""-"",""pam"":""GGG""}]",26,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102737
sgclbC_2313,colibactin,clbC,secondary,BFNV01000000,JML054,216,1,True,True,"[{""record_id"":""BFNV01000103|BFNV01000103.1"",""start_1based"":33483,""strand"":""-"",""pam"":""GGG""}]",27,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102748
sgclbC_2313,colibactin,clbC,secondary,BFOF01000000,JML064,100,1,True,True,"[{""record_id"":""BFOF01000038|BFOF01000038.1"",""start_1based"":25910,""strand"":""-"",""pam"":""GGG""}]",28,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102758
sgclbC_2313,colibactin,clbC,secondary,BFPD01000000,JML090,110,1,True,True,"[{""record_id"":""BFPD01000049|BFPD01000049.1"",""start_1based"":43931,""strand"":""-"",""pam"":""GGG""}]",29,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102782
sgclbC_2313,colibactin,clbC,secondary,BFPF01000000,JML092,133,1,True,True,"[{""record_id"":""BFPF01000044|BFPF01000044.1"",""start_1based"":16594,""strand"":""+"",""pam"":""GGG""}]",30,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102784
sgclbC_2313,colibactin,clbC,secondary,BFPJ01000000,JML096,323,1,True,True,"[{""record_id"":""BFPJ01000304|BFPJ01000304.1"",""start_1based"":27650,""strand"":""-"",""pam"":""GGG""}]",31,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102788
sgclbC_2313,colibactin,clbC,secondary,BFPL01000000,JML098,82,1,True,True,"[{""record_id"":""BFPL01000015|BFPL01000015.1"",""start_1based"":45346,""strand"":""-"",""pam"":""GGG""}]",32,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102790
sgclbC_2313,colibactin,clbC,secondary,BFPP01000000,JML102,253,1,True,True,"[{""record_id"":""BFPP01000006|BFPP01000006.1"",""start_1based"":46901,""strand"":""+"",""pam"":""GGG""}]",33,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102794
sgclbC_2313,colibactin,clbC,secondary,BFPQ01000000,JML103,225,1,True,True,"[{""record_id"":""BFPQ01000179|BFPQ01000179.1"",""start_1based"":20426,""strand"":""-"",""pam"":""GGG""}]",34,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102795
sgclbC_2313,colibactin,clbC,secondary,BFPZ01000000,JML114,280,1,True,True,"[{""record_id"":""BFPZ01000137|BFPZ01000137.1"",""start_1based"":29163,""strand"":""-"",""pam"":""GGG""}]",35,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102804
sgclbC_2313,colibactin,clbC,secondary,BFQF01000000,JML121,161,1,True,True,"[{""record_id"":""BFQF01000011|BFQF01000011.1"",""start_1based"":27290,""strand"":""-"",""pam"":""GGG""}]",36,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102810
sgclbC_2313,colibactin,clbC,secondary,BFQG01000000,JML122,89,1,True,True,"[{""record_id"":""BFQG01000017|BFQG01000017.1"",""start_1based"":43617,""strand"":""-"",""pam"":""GGG""}]",37,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102811
sgclbC_2313,colibactin,clbC,secondary,BFQJ01000000,JML126,134,1,True,True,"[{""record_id"":""BFQJ01000113|BFQJ01000113.1"",""start_1based"":27262,""strand"":""-"",""pam"":""GGG""}]",38,human,Japan,feces,fecal_commensal,commensal,B2,12,positive_reported_by_source,DRR102814
sgclbC_2313,colibactin,clbC,secondary,BFQU01000000,JML139,145,1,True,True,"[{""record_id"":""BFQU01000076|BFQU01000076.1"",""start_1based"":13648,""strand"":""-"",""pam"":""GGG""}]",39,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102825
sgclbC_2313,colibactin,clbC,secondary,BFQX01000000,JML143,417,1,True,True,"[{""record_id"":""BFQX01000110|BFQX01000110.1"",""start_1based"":11976,""strand"":""-"",""pam"":""GGG""}]",40,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102828
sgclbC_2313,colibactin,clbC,secondary,BFRA01000000,JML146,196,1,True,True,"[{""record_id"":""BFRA01000001|BFRA01000001.1"",""start_1based"":25043,""strand"":""-"",""pam"":""GGG""}]",41,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102831
sgclbC_2313,colibactin,clbC,secondary,BFRC01000000,JML148,95,1,True,True,"[{""record_id"":""BFRC01000073|BFRC01000073.1"",""start_1based"":17552,""strand"":""+"",""pam"":""GGG""}]",42,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102833
sgclbC_2313,colibactin,clbC,secondary,BFRL01000000,JML159,85,1,True,True,"[{""record_id"":""BFRL01000032|BFRL01000032.1"",""start_1based"":27239,""strand"":""-"",""pam"":""GGG""}]",43,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102842
sgclbC_2313,colibactin,clbC,secondary,BFRQ01000000,JML165,496,1,True,True,"[{""record_id"":""BFRQ01000169|BFRQ01000169.1"",""start_1based"":25004,""strand"":""-"",""pam"":""GGG""}]",44,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102847
sgclbC_2313,colibactin,clbC,secondary,BFRT01000000,JML168,282,1,True,True,"[{""record_id"":""BFRT01000110|BFRT01000110.1"",""start_1based"":20126,""strand"":""-"",""pam"":""GGG""}]",45,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102850
sgclbC_2313,colibactin,clbC,secondary,BFRW01000000,JML173,152,1,True,True,"[{""record_id"":""BFRW01000061|BFRW01000061.1"",""start_1based"":16570,""strand"":""+"",""pam"":""GGG""}]",46,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102853
sgclbC_2313,colibactin,clbC,secondary,BFRY01000000,JML175,354,1,True,True,"[{""record_id"":""BFRY01000116|BFRY01000116.1"",""start_1based"":16564,""strand"":""+"",""pam"":""GGG""}]",47,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102855
sgclbC_2313,colibactin,clbC,secondary,BFSA01000000,JML178,404,1,True,True,"[{""record_id"":""BFSA01000155|BFSA01000155.1"",""start_1based"":25165,""strand"":""-"",""pam"":""GGG""}]",48,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102857
sgclbC_2313,colibactin,clbC,secondary,BFSB01000000,JML181,290,1,True,True,"[{""record_id"":""BFSB01000010|BFSB01000010.1"",""start_1based"":12031,""strand"":""-"",""pam"":""GGG""}]",49,human,Japan,feces,fecal_commensal,commensal,B2,12,positive_reported_by_source,DRR102858
sgclbC_2313,colibactin,clbC,secondary,BFSC01000000,JML182,150,1,True,True,"[{""record_id"":""BFSC01000091|BFSC01000091.1"",""start_1based"":29150,""strand"":""-"",""pam"":""GGG""}]",50,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102859
sgclbC_2313,colibactin,clbC,secondary,BFSP01000000,JML197,235,1,True,True,"[{""record_id"":""BFSP01000144|BFSP01000144.1"",""start_1based"":20416,""strand"":""-"",""pam"":""GGG""}]",51,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102872
sgclbC_2313,colibactin,clbC,secondary,BFSS01000000,JML201,176,1,True,True,"[{""record_id"":""BFSS01000104|BFSS01000104.1"",""start_1based"":25384,""strand"":""-"",""pam"":""GGG""}]",52,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102875
sgclbC_2313,colibactin,clbC,secondary,BFTA01000000,JML211,143,1,True,True,"[{""record_id"":""BFTA01000036|BFTA01000036.1"",""start_1based"":25030,""strand"":""-"",""pam"":""GGG""}]",53,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102883
sgclbC_2313,colibactin,clbC,secondary,BFTB01000000,JML212,279,1,True,True,"[{""record_id"":""BFTB01000108|BFTB01000108.1"",""start_1based"":25051,""strand"":""-"",""pam"":""GGG""}]",54,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102884
sgclbC_2313,colibactin,clbC,secondary,BFTG01000000,JML221,94,1,True,True,"[{""record_id"":""BFTG01000046|BFTG01000046.1"",""start_1based"":39143,""strand"":""-"",""pam"":""GGG""}]",55,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102889
sgclbC_2313,colibactin,clbC,secondary,BFTI01000000,JML223,121,1,True,True,"[{""record_id"":""BFTI01000069|BFTI01000069.1"",""start_1based"":16819,""strand"":""+"",""pam"":""GGG""}]",56,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102891
sgclbC_2313,colibactin,clbC,secondary,BFTK01000000,JML225,156,1,True,True,"[{""record_id"":""BFTK01000123|BFTK01000123.1"",""start_1based"":17053,""strand"":""+"",""pam"":""GGG""}]",57,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102893
sgclbC_2313,colibactin,clbC,secondary,BFTL01000000,JML226,185,1,True,True,"[{""record_id"":""BFTL01000097|BFTL01000097.1"",""start_1based"":12077,""strand"":""-"",""pam"":""GGG""}]",58,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102894
sgclbC_2313,colibactin,clbC,secondary,BFTN01000000,JML228,139,1,True,True,"[{""record_id"":""BFTN01000040|BFTN01000040.1"",""start_1based"":16496,""strand"":""+"",""pam"":""GGG""}]",59,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102896
sgclbC_2313,colibactin,clbC,secondary,BFTQ01000000,JML232,330,1,True,True,"[{""record_id"":""BFTQ01000204|BFTQ01000204.1"",""start_1based"":12018,""strand"":""-"",""pam"":""GGG""}]",60,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102899
sgclbC_2313,colibactin,clbC,secondary,BFTX01000000,JML240,175,1,True,True,"[{""record_id"":""BFTX01000008|BFTX01000008.1"",""start_1based"":27283,""strand"":""-"",""pam"":""GGG""}]",61,human,Japan,feces,fecal_commensal,commensal,B2,12,positive_reported_by_source,DRR102906
sgclbC_2313,colibactin,clbC,secondary,BFUB01000000,JML248,146,1,True,True,"[{""record_id"":""BFUB01000101|BFUB01000101.1"",""start_1based"":25169,""strand"":""-"",""pam"":""GGG""}]",62,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102910
sgclbC_2313,colibactin,clbC,secondary,BFUE01000000,JML251,134,1,True,True,"[{""record_id"":""BFUE01000016|BFUE01000016.1"",""start_1based"":27250,""strand"":""-"",""pam"":""GGG""}]",63,human,Japan,feces,fecal_commensal,commensal,B2,141,positive_reported_by_source,DRR102913
sgclbC_2313,colibactin,clbC,secondary,BFUG01000000,JML255,283,1,True,True,"[{""record_id"":""BFUG01000088|BFUG01000088.1"",""start_1based"":12018,""strand"":""-"",""pam"":""GGG""}]",64,human,Japan,feces,fecal_commensal,commensal,B2,550,positive_reported_by_source,DRR102915
sgclbC_2313,colibactin,clbC,secondary,BFUI01000000,JML261,200,1,True,True,"[{""record_id"":""BFUI01000133|BFUI01000133.1"",""start_1based"":20385,""strand"":""-"",""pam"":""GGG""}]",65,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102917
sgclbC_2313,colibactin,clbC,secondary,BFUJ01000000,JML262,168,1,True,True,"[{""record_id"":""BFUJ01000079|BFUJ01000079.1"",""start_1based"":12006,""strand"":""-"",""pam"":""GGG""}]",66,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102918
sgclbC_2313,colibactin,clbC,secondary,BFUN01000000,JML266,283,1,True,True,"[{""record_id"":""BFUN01000120|BFUN01000120.1"",""start_1based"":12016,""strand"":""-"",""pam"":""GGG""}]",67,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102922
sgclbC_2313,colibactin,clbC,secondary,BFVC01000000,JML282,339,1,True,True,"[{""record_id"":""BFVC01000175|BFVC01000175.1"",""start_1based"":25441,""strand"":""-"",""pam"":""GGG""}]",68,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102937
sgclbC_2313,colibactin,clbC,secondary,BFVF01000000,JML285,9,1,True,True,"[{""record_id"":""AP024114|AP024114.1"",""start_1based"":2948568,""strand"":""+"",""pam"":""GGG""}]",69,human,Japan,feces,fecal_commensal,commensal,B1,109,positive_reported_by_source,DRR102940
sgclbC_2313,colibactin,clbC,secondary,BFVG01000000,JML287,162,1,True,True,"[{""record_id"":""BFVG01000115|BFVG01000115.1"",""start_1based"":25753,""strand"":""-"",""pam"":""GGG""}]",70,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102941
sgclbC_2313,colibactin,clbC,secondary,BFVH01000000,JML288,583,1,True,True,"[{""record_id"":""BFVH01000167|BFVH01000167.1"",""start_1based"":24882,""strand"":""-"",""pam"":""GGG""}]",71,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102942
sgclbC_2313,colibactin,clbC,secondary,BFVI01000000,JML290,190,1,True,True,"[{""record_id"":""BFVI01000132|BFVI01000132.1"",""start_1based"":27271,""strand"":""-"",""pam"":""GGG""}]",72,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102943
sgclbC_2313,colibactin,clbC,secondary,BFVJ01000000,JML291,573,1,True,True,"[{""record_id"":""BFVJ01000034|BFVJ01000034.1"",""start_1based"":24958,""strand"":""-"",""pam"":""GGG""}]",73,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102944
sgclbC_2313,colibactin,clbC,secondary,BFVL01000000,JML294,205,1,True,True,"[{""record_id"":""BFVL01000030|BFVL01000030.1"",""start_1based"":25072,""strand"":""-"",""pam"":""GGG""}]",74,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102947
sgclbC_2313,colibactin,clbC,secondary,BFVN01000000,JML296,213,1,True,True,"[{""record_id"":""BFVN01000096|BFVN01000096.1"",""start_1based"":44115,""strand"":""-"",""pam"":""GGG""}]",75,human,Japan,feces,fecal_commensal,commensal,B2,73,positive_reported_by_source,DRR102949
sgclbC_2313,colibactin,clbC,secondary,BFVP01000000,JML298,169,1,True,True,"[{""record_id"":""BFVP01000074|BFVP01000074.1"",""start_1based"":20152,""strand"":""-"",""pam"":""GGG""}]",76,human,Japan,feces,fecal_commensal,commensal,B2,95,positive_reported_by_source,DRR102951
sgclbC_2313,colibactin,clbC,secondary,BFGW01000000,CM1,98,1,True,True,"[{""record_id"":""BFGW01000041|BFGW01000041.1"",""start_1based"":17141,""strand"":""+"",""pam"":""GGG""}]",77,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102567
sgclbC_2313,colibactin,clbC,secondary,BFGQ01000000,CM12,90,1,True,True,"[{""record_id"":""BFGQ01000040|BFGQ01000040.1"",""start_1based"":25527,""strand"":""-"",""pam"":""GGG""}]",78,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102561
sgclbC_2313,colibactin,clbC,secondary,BFGS01000000,CM15,180,1,True,True,"[{""record_id"":""BFGS01000016|BFGS01000016.1"",""start_1based"":20358,""strand"":""-"",""pam"":""GGG""}]",79,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102563
sgclbC_2313,colibactin,clbC,secondary,BFGT01000000,CM16,199,1,True,True,"[{""record_id"":""BFGT01000078|BFGT01000078.1"",""start_1based"":12087,""strand"":""-"",""pam"":""GGG""}]",80,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102564
sgclbC_2313,colibactin,clbC,secondary,BFGU01000000,CM17,187,1,True,True,"[{""record_id"":""BFGU01000010|BFGU01000010.1"",""start_1based"":20286,""strand"":""-"",""pam"":""GGG""}]",81,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102565
sgclbC_2313,colibactin,clbC,secondary,BFGV01000000,CM18,136,1,True,True,"[{""record_id"":""BFGV01000058|BFGV01000058.1"",""start_1based"":23382,""strand"":""-"",""pam"":""GGG""}]",82,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,12,positive_reported_by_source,DRR102566
sgclbC_2313,colibactin,clbC,secondary,BFGZ01000000,CM32,124,1,True,True,"[{""record_id"":""BFGZ01000060|BFGZ01000060.1"",""start_1based"":27401,""strand"":""-"",""pam"":""GGG""}]",83,human,Japan,urine,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102570
sgclbC_2313,colibactin,clbC,secondary,BFHC01000000,ECSC003,41,1,True,True,"[{""record_id"":""BFHC01000025|BFHC01000025.1"",""start_1based"":27311,""strand"":""-"",""pam"":""GGG""}]",84,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102573
sgclbC_2313,colibactin,clbC,secondary,BFHE01000000,ECSC005,72,1,True,True,"[{""record_id"":""BFHE01000044|BFHE01000044.1"",""start_1based"":88994,""strand"":""-"",""pam"":""GGG""}]",85,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102575
sgclbC_2313,colibactin,clbC,secondary,BFHF01000000,ECSC006,119,1,True,True,"[{""record_id"":""BFHF01000027|BFHF01000027.1"",""start_1based"":16738,""strand"":""+"",""pam"":""GGG""}]",86,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,550,positive_reported_by_source,DRR102576
sgclbC_2313,colibactin,clbC,secondary,BFHG01000000,ECSC007,70,1,True,True,"[{""record_id"":""BFHG01000010|BFHG01000010.1"",""start_1based"":16529,""strand"":""+"",""pam"":""GGG""}]",87,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102577
sgclbC_2313,colibactin,clbC,secondary,BFHH01000000,ECSC009,94,1,True,True,"[{""record_id"":""BFHH01000010|BFHH01000010.1"",""start_1based"":26644,""strand"":""-"",""pam"":""GGG""}]",88,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102578
sgclbC_2313,colibactin,clbC,secondary,BFHI01000000,ECSC010,93,1,True,True,"[{""record_id"":""BFHI01000047|BFHI01000047.1"",""start_1based"":38860,""strand"":""-"",""pam"":""GGG""}]",89,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,14,positive_reported_by_source,DRR102579
sgclbC_2313,colibactin,clbC,secondary,BFHT01000000,ECSC024,84,1,True,True,"[{""record_id"":""BFHT01000071|BFHT01000071.1"",""start_1based"":27403,""strand"":""-"",""pam"":""GGG""}]",90,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102590
sgclbC_2313,colibactin,clbC,secondary,BFHX01000000,ECSC028,156,1,True,True,"[{""record_id"":""BFHX01000114|BFHX01000114.1"",""start_1based"":16725,""strand"":""+"",""pam"":""GGG""}]",91,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,5389,positive_reported_by_source,DRR102594
sgclbC_2313,colibactin,clbC,secondary,BFHY01000000,ECSC029,85,1,True,True,"[{""record_id"":""BFHY01000012|BFHY01000012.1"",""start_1based"":149970,""strand"":""-"",""pam"":""GGG""}]",92,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102595
sgclbC_2313,colibactin,clbC,secondary,BFIB01000000,ECSC032,91,1,True,True,"[{""record_id"":""BFIB01000069|BFIB01000069.1"",""start_1based"":36981,""strand"":""-"",""pam"":""GGG""}]",93,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102598
sgclbC_2313,colibactin,clbC,secondary,BFIC01000000,ECSC033,67,1,True,True,"[{""record_id"":""BFIC01000034|BFIC01000034.1"",""start_1based"":22252,""strand"":""+"",""pam"":""GGG""}]",94,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102599
sgclbC_2313,colibactin,clbC,secondary,BFIG01000000,ECSC037,50,1,True,True,"[{""record_id"":""BFIG01000009|BFIG01000009.1"",""start_1based"":27397,""strand"":""-"",""pam"":""GGG""}]",95,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,141,positive_reported_by_source,DRR102603
sgclbC_2313,colibactin,clbC,secondary,BFIN01000000,ECSC045,42,1,True,True,"[{""record_id"":""BFIN01000012|BFIN01000012.1"",""start_1based"":16690,""strand"":""+"",""pam"":""GGG""}]",96,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102610
sgclbC_2313,colibactin,clbC,secondary,BFIO01000000,ECSC046,57,1,True,True,"[{""record_id"":""BFIO01000021|BFIO01000021.1"",""start_1based"":245568,""strand"":""-"",""pam"":""GGG""}]",97,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102611
sgclbC_2313,colibactin,clbC,secondary,BFIU01000000,ECSC054,2,1,True,True,"[{""record_id"":""AP024112|AP024112.1"",""start_1based"":2146838,""strand"":""-"",""pam"":""GGG""}]",98,human,Japan,blood,extraintestinal_clinical,ExPEC,D,38,positive_reported_by_source,DRR102617
sgclbC_2313,colibactin,clbC,secondary,BFIX01000000,ECSC058,177,1,True,True,"[{""record_id"":""BFIX01000025|BFIX01000025.1"",""start_1based"":24920,""strand"":""-"",""pam"":""GGG""}]",99,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102620
sgclbC_2313,colibactin,clbC,secondary,BFIZ01000000,ECSC061,142,1,True,True,"[{""record_id"":""BFIZ01000023|BFIZ01000023.1"",""start_1based"":20380,""strand"":""-"",""pam"":""GGG""}]",100,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,73,positive_reported_by_source,DRR102622
sgclbC_2313,colibactin,clbC,secondary,BFJB01000000,ECSC063,135,1,True,True,"[{""record_id"":""BFJB01000087|BFJB01000087.1"",""start_1based"":25802,""strand"":""-"",""pam"":""GGG""}]",101,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102624
sgclbC_2313,colibactin,clbC,secondary,BFJG01000000,ECSC068,140,1,True,True,"[{""record_id"":""BFJG01000009|BFJG01000009.1"",""start_1based"":25058,""strand"":""-"",""pam"":""GGG""}]",102,human,Japan,blood,extraintestinal_clinical,ExPEC,B2,95,positive_reported_by_source,DRR102629
